date,open,high,low,close,adj_close,volume
12/26/2014,2084.300049,2092.699951,2084.300049,2088.77002,2088.77002,1735230000
12/29/2014,2087.629883,2093.550049,2085.75,2090.570068,2090.570068,2452360000
12/30/2014,2088.48999,2088.48999,2079.530029,2080.350098,2080.350098,2440280000
12/31/2014,2082.110107,2085.580078,2057.939941,2058.899902,2058.899902,2606070000
1/2/2015,2058.899902,2072.360107,2046.040039,2058.199951,2058.199951,2708700000
1/5/2015,2054.439941,2054.439941,2017.339966,2020.579956,2020.579956,3799120000
1/6/2015,2022.150024,2030.25,1992.439941,2002.609985,2002.609985,4460110000
1/7/2015,2005.550049,2029.609985,2005.550049,2025.900024,2025.900024,3805480000
1/8/2015,2030.609985,2064.080078,2030.609985,2062.139893,2062.139893,3934010000
1/9/2015,2063.449951,2064.429932,2038.329956,2044.810059,2044.810059,3364140000
1/12/2015,2046.130005,2049.300049,2022.579956,2028.26001,2028.26001,3456460000
1/13/2015,2031.579956,2056.929932,2008.25,2023.030029,2023.030029,4107300000
1/14/2015,2018.400024,2018.400024,1988.439941,2011.27002,2011.27002,4378680000
1/15/2015,2013.75,2021.349976,1991.469971,1992.670044,1992.670044,4276720000
1/16/2015,1992.25,2020.459961,1988.119995,2019.420044,2019.420044,4056410000
1/20/2015,2020.76001,2028.939941,2004.48999,2022.550049,2022.550049,3944340000
1/21/2015,2020.189941,2038.290039,2012.040039,2032.119995,2032.119995,3730070000
1/22/2015,2034.300049,2064.620117,2026.380005,2063.149902,2063.149902,4176050000
1/23/2015,2062.97998,2062.97998,2050.540039,2051.820068,2051.820068,3573560000
1/26/2015,2050.419922,2057.620117,2040.969971,2057.090088,2057.090088,3465760000
1/27/2015,2047.859985,2047.859985,2019.910034,2029.550049,2029.550049,3329810000
1/28/2015,2032.339966,2042.48999,2001.48999,2002.160034,2002.160034,4067530000
1/29/2015,2002.449951,2024.640015,1989.180054,2021.25,2021.25,4127140000
1/30/2015,2019.349976,2023.319946,1993.380005,1994.98999,1994.98999,4568650000
2/2/2015,1996.670044,2021.660034,1980.900024,2020.849976,2020.849976,4008330000
2/3/2015,2022.709961,2050.300049,2022.709961,2050.030029,2050.030029,4615900000
2/4/2015,2048.860107,2054.73999,2036.719971,2041.51001,2041.51001,4141920000
2/5/2015,2043.449951,2063.550049,2043.449951,2062.52002,2062.52002,3821990000
2/6/2015,2062.280029,2072.399902,2049.969971,2055.469971,2055.469971,4232970000
2/9/2015,2053.469971,2056.159912,2041.880005,2046.73999,2046.73999,3549540000
2/10/2015,2049.379883,2070.860107,2048.620117,2068.590088,2068.590088,3669850000
2/11/2015,2068.550049,2073.47998,2057.98999,2068.530029,2068.530029,3596860000
2/12/2015,2069.97998,2088.530029,2069.97998,2088.47998,2088.47998,3788350000
2/13/2015,2088.780029,2097.030029,2086.699951,2096.98999,2096.98999,3527450000
2/17/2015,2096.469971,2101.300049,2089.800049,2100.340088,2100.340088,3361750000
2/18/2015,2099.159912,2100.22998,2092.149902,2099.679932,2099.679932,3370020000
2/19/2015,2099.25,2102.129883,2090.790039,2097.449951,2097.449951,3247100000
2/20/2015,2097.649902,2110.610107,2085.439941,2110.300049,2110.300049,3281600000
2/23/2015,2109.830078,2110.050049,2103,2109.659912,2109.659912,3093680000
2/24/2015,2109.100098,2117.939941,2105.870117,2115.47998,2115.47998,3199840000
2/25/2015,2115.300049,2119.590088,2109.889893,2113.860107,2113.860107,3312340000
2/26/2015,2113.909912,2113.909912,2103.76001,2110.73999,2110.73999,3408690000
2/27/2015,2110.879883,2112.73999,2103.75,2104.5,2104.5,3547380000
3/2/2015,2105.22998,2117.52002,2104.5,2117.389893,2117.389893,3409490000
3/3/2015,2115.76001,2115.76001,2098.26001,2107.780029,2107.780029,3262300000
3/4/2015,2107.719971,2107.719971,2094.48999,2098.530029,2098.530029,3421110000
3/5/2015,2098.540039,2104.25,2095.219971,2101.040039,2101.040039,3103030000
3/6/2015,2100.909912,2100.909912,2067.27002,2071.26001,2071.26001,3853570000
3/9/2015,2072.25,2083.48999,2072.209961,2079.429932,2079.429932,3349090000
3/10/2015,2076.139893,2076.139893,2044.160034,2044.160034,2044.160034,3668900000
3/11/2015,2044.689941,2050.080078,2039.689941,2040.23999,2040.23999,3406570000
3/12/2015,2041.099976,2066.409912,2041.099976,2065.949951,2065.949951,3405860000
3/13/2015,2064.560059,2064.560059,2041.170044,2053.399902,2053.399902,3498560000
3/16/2015,2055.350098,2081.409912,2055.350098,2081.189941,2081.189941,3295600000
3/17/2015,2080.590088,2080.590088,2065.080078,2074.280029,2074.280029,3221840000
3/18/2015,2072.840088,2106.850098,2061.22998,2099.5,2099.5,4128210000
3/19/2015,2098.689941,2098.689941,2085.560059,2089.27002,2089.27002,3305220000
3/20/2015,2090.320068,2113.919922,2090.320068,2108.100098,2108.100098,5554120000
3/23/2015,2107.98999,2114.860107,2104.419922,2104.419922,2104.419922,3267960000
3/24/2015,2103.939941,2107.629883,2091.5,2091.5,2091.5,3189820000
3/25/2015,2093.100098,2097.429932,2061.050049,2061.050049,2061.050049,3521140000
3/26/2015,2059.939941,2067.149902,2045.5,2056.149902,2056.149902,3510670000
3/27/2015,2055.780029,2062.830078,2052.959961,2061.02002,2061.02002,3008550000
3/30/2015,2064.110107,2088.969971,2064.110107,2086.23999,2086.23999,2917690000
3/31/2015,2084.050049,2084.050049,2067.040039,2067.889893,2067.889893,3376550000
4/1/2015,2067.629883,2067.629883,2048.379883,2059.689941,2059.689941,3543270000
4/2/2015,2060.030029,2072.169922,2057.320068,2066.959961,2066.959961,3095960000
4/6/2015,2064.870117,2086.98999,2056.52002,2080.620117,2080.620117,3302970000
4/7/2015,2080.790039,2089.810059,2076.100098,2076.330078,2076.330078,3065510000
4/8/2015,2076.939941,2086.689941,2073.300049,2081.899902,2081.899902,3265330000
4/9/2015,2081.290039,2093.310059,2074.290039,2091.179932,2091.179932,3172360000
4/10/2015,2091.51001,2102.610107,2091.51001,2102.060059,2102.060059,3156200000
4/13/2015,2102.030029,2107.649902,2092.330078,2092.429932,2092.429932,2908420000
4/14/2015,2092.280029,2098.620117,2083.23999,2095.840088,2095.840088,3301270000
4/15/2015,2097.820068,2111.909912,2097.820068,2106.629883,2106.629883,4013760000
4/16/2015,2105.959961,2111.300049,2100.02002,2104.98999,2104.98999,3434120000
4/17/2015,2102.580078,2102.580078,2072.370117,2081.179932,2081.179932,3627600000
4/20/2015,2084.110107,2103.939941,2084.110107,2100.399902,2100.399902,3000160000
4/21/2015,2102.820068,2109.639893,2094.379883,2097.290039,2097.290039,3243410000
4/22/2015,2098.27002,2109.97998,2091.050049,2107.959961,2107.959961,3348480000
4/23/2015,2107.209961,2120.48999,2103.189941,2112.929932,2112.929932,3636670000
4/24/2015,2112.800049,2120.919922,2112.800049,2117.689941,2117.689941,3375780000
4/27/2015,2119.290039,2125.919922,2107.040039,2108.919922,2108.919922,3438750000
4/28/2015,2108.350098,2116.040039,2094.889893,2114.76001,2114.76001,3546270000
4/29/2015,2112.48999,2113.649902,2097.409912,2106.850098,2106.850098,4074970000
4/30/2015,2105.52002,2105.52002,2077.590088,2085.51001,2085.51001,4509680000
5/1/2015,2087.379883,2108.409912,2087.379883,2108.290039,2108.290039,3379390000
5/4/2015,2110.22998,2120.949951,2110.22998,2114.48999,2114.48999,3091580000
5/5/2015,2112.629883,2115.23999,2088.459961,2089.459961,2089.459961,3793950000
5/6/2015,2091.26001,2098.419922,2067.929932,2080.149902,2080.149902,3792210000
5/7/2015,2079.959961,2092.899902,2074.98999,2088,2088,3676640000
5/8/2015,2092.129883,2117.659912,2092.129883,2116.100098,2116.100098,3399440000
5/11/2015,2115.560059,2117.689941,2104.580078,2105.330078,2105.330078,2992670000
5/12/2015,2102.870117,2105.060059,2085.570068,2099.120117,2099.120117,3139520000
5/13/2015,2099.620117,2110.189941,2096.040039,2098.47998,2098.47998,3374260000
5/14/2015,2100.429932,2121.449951,2100.429932,2121.100098,2121.100098,3225740000
5/15/2015,2122.070068,2123.889893,2116.810059,2122.72998,2122.72998,3092080000
5/18/2015,2121.300049,2131.780029,2120.01001,2129.199951,2129.199951,2888190000
5/19/2015,2129.449951,2133.02002,2124.5,2127.830078,2127.830078,3296030000
5/20/2015,2127.790039,2134.719971,2122.590088,2125.850098,2125.850098,3025880000
5/21/2015,2125.550049,2134.280029,2122.949951,2130.820068,2130.820068,3070460000
5/22/2015,2130.360107,2132.149902,2126.060059,2126.060059,2126.060059,2571860000
5/26/2015,2125.340088,2125.340088,2099.179932,2104.199951,2104.199951,3342130000
5/27/2015,2105.129883,2126.219971,2105.129883,2123.47998,2123.47998,3127960000
5/28/2015,2122.27002,2122.27002,2112.860107,2120.790039,2120.790039,2980350000
5/29/2015,2120.659912,2120.659912,2104.889893,2107.389893,2107.389893,3927390000
6/1/2015,2108.639893,2119.149902,2102.540039,2111.72998,2111.72998,3011710000
6/2/2015,2110.409912,2117.590088,2099.139893,2109.600098,2109.600098,3049350000
6/3/2015,2110.639893,2121.919922,2109.610107,2114.070068,2114.070068,3099980000
6/4/2015,2112.350098,2112.889893,2093.22998,2095.840088,2095.840088,3200050000
6/5/2015,2095.090088,2100.98999,2085.669922,2092.830078,2092.830078,3243690000
6/8/2015,2092.340088,2093.01001,2079.110107,2079.280029,2079.280029,2917150000
6/9/2015,2079.070068,2085.620117,2072.139893,2080.149902,2080.149902,3034580000
6/10/2015,2081.120117,2108.5,2081.120117,2105.199951,2105.199951,3414320000
6/11/2015,2106.23999,2115.02002,2106.23999,2108.860107,2108.860107,3128600000
6/12/2015,2107.429932,2107.429932,2091.330078,2094.110107,2094.110107,2719400000
6/15/2015,2091.340088,2091.340088,2072.48999,2084.429932,2084.429932,3061570000
6/16/2015,2084.26001,2097.399902,2082.100098,2096.290039,2096.290039,2919900000
6/17/2015,2097.399902,2106.790039,2088.860107,2100.439941,2100.439941,3222240000
6/18/2015,2101.580078,2126.649902,2101.580078,2121.23999,2121.23999,3520360000
6/19/2015,2121.060059,2121.639893,2109.449951,2109.98999,2109.98999,4449810000
6/22/2015,2112.5,2129.870117,2112.5,2122.850098,2122.850098,3030020000
6/23/2015,2123.159912,2128.030029,2119.889893,2124.199951,2124.199951,3091190000
6/24/2015,2123.649902,2125.100098,2108.580078,2108.580078,2108.580078,3102480000
6/25/2015,2109.959961,2116.040039,2101.780029,2102.310059,2102.310059,3214610000
6/26/2015,2102.620117,2108.919922,2095.379883,2101.48999,2101.48999,5025470000
6/29/2015,2098.629883,2098.629883,2056.639893,2057.639893,2057.639893,3678960000
6/30/2015,2061.189941,2074.280029,2056.320068,2063.110107,2063.110107,4078540000
7/1/2015,2067,2082.780029,2067,2077.419922,2077.419922,3727260000
7/2/2015,2078.030029,2085.060059,2071.02002,2076.780029,2076.780029,2996540000
7/6/2015,2073.949951,2078.610107,2058.399902,2068.76001,2068.76001,3486360000
7/7/2015,2069.52002,2083.73999,2044.02002,2081.340088,2081.340088,4458660000
7/8/2015,2077.659912,2077.659912,2044.660034,2046.680054,2046.680054,3608780000
7/9/2015,2049.72998,2074.280029,2049.72998,2051.310059,2051.310059,3446810000
7/10/2015,2052.73999,2081.310059,2052.73999,2076.620117,2076.620117,3065070000
7/13/2015,2080.030029,2100.669922,2080.030029,2099.600098,2099.600098,3096730000
7/14/2015,2099.719971,2111.97998,2098.179932,2108.949951,2108.949951,3002120000
7/15/2015,2109.01001,2114.139893,2102.48999,2107.399902,2107.399902,3261810000
7/16/2015,2110.550049,2124.419922,2110.550049,2124.290039,2124.290039,3227080000
7/17/2015,2126.800049,2128.909912,2119.879883,2126.639893,2126.639893,3362750000
7/20/2015,2126.850098,2132.820068,2123.659912,2128.280029,2128.280029,3245870000
7/21/2015,2127.550049,2128.48999,2115.399902,2119.209961,2119.209961,3343690000
7/22/2015,2118.209961,2118.51001,2110,2114.149902,2114.149902,3694070000
7/23/2015,2114.159912,2116.870117,2098.629883,2102.149902,2102.149902,3772810000
7/24/2015,2102.23999,2106.01001,2077.090088,2079.649902,2079.649902,3870040000
7/27/2015,2078.189941,2078.189941,2063.52002,2067.639893,2067.639893,3836750000
7/28/2015,2070.75,2095.600098,2069.090088,2093.25,2093.25,4117740000
7/29/2015,2094.699951,2110.600098,2094.080078,2108.570068,2108.570068,4038900000
7/30/2015,2106.780029,2110.47998,2094.969971,2108.629883,2108.629883,3579410000
7/31/2015,2111.600098,2114.23999,2102.070068,2103.840088,2103.840088,3681340000
8/3/2015,2104.48999,2105.699951,2087.310059,2098.040039,2098.040039,3476770000
8/4/2015,2097.679932,2102.51001,2088.600098,2093.320068,2093.320068,3546710000
8/5/2015,2095.27002,2112.659912,2095.27002,2099.840088,2099.840088,3968680000
8/6/2015,2100.75,2103.320068,2075.530029,2083.560059,2083.560059,4246570000
8/7/2015,2082.610107,2082.610107,2067.909912,2077.570068,2077.570068,3602320000
8/10/2015,2080.97998,2105.350098,2080.97998,2104.179932,2104.179932,3514460000
8/11/2015,2102.659912,2102.659912,2076.48999,2084.070068,2084.070068,3708880000
8/12/2015,2081.100098,2089.060059,2052.090088,2086.050049,2086.050049,4269130000
8/13/2015,2086.189941,2092.929932,2078.26001,2083.389893,2083.389893,3221300000
8/14/2015,2083.149902,2092.449951,2080.610107,2091.540039,2091.540039,2795590000
8/17/2015,2089.699951,2102.870117,2079.300049,2102.439941,2102.439941,2867690000
8/18/2015,2101.98999,2103.469971,2094.139893,2096.919922,2096.919922,2949990000
8/19/2015,2095.689941,2096.169922,2070.530029,2079.610107,2079.610107,3512920000
8/20/2015,2076.610107,2076.610107,2035.72998,2035.72998,2035.72998,3922470000
8/21/2015,2034.079956,2034.079956,1970.890015,1970.890015,1970.890015,5018240000
8/24/2015,1965.150024,1965.150024,1867.01001,1893.209961,1893.209961,6612690000
8/25/2015,1898.079956,1948.040039,1867.079956,1867.609985,1867.609985,5183560000
8/26/2015,1872.75,1943.089966,1872.75,1940.51001,1940.51001,5338250000
8/27/2015,1942.77002,1989.599976,1942.77002,1987.660034,1987.660034,5006390000
8/28/2015,1986.060059,1993.47998,1975.189941,1988.869995,1988.869995,3949080000
8/31/2015,1986.72998,1986.72998,1965.97998,1972.180054,1972.180054,3915100000
9/1/2015,1970.089966,1970.089966,1903.069946,1913.849976,1913.849976,4371850000
9/2/2015,1916.52002,1948.910034,1916.52002,1948.859985,1948.859985,3742620000
9/3/2015,1950.790039,1975.01001,1944.719971,1951.130005,1951.130005,3520700000
9/4/2015,1947.76001,1947.76001,1911.209961,1921.219971,1921.219971,3167090000
9/8/2015,1927.300049,1970.420044,1927.300049,1969.410034,1969.410034,3548650000
9/9/2015,1971.449951,1988.630005,1937.880005,1942.040039,1942.040039,3652120000
9/10/2015,1941.589966,1965.290039,1937.189941,1952.290039,1952.290039,3626320000
9/11/2015,1951.449951,1961.050049,1939.189941,1961.050049,1961.050049,3218590000
9/14/2015,1963.060059,1963.060059,1948.27002,1953.030029,1953.030029,3000200000
9/15/2015,1955.099976,1983.189941,1954.300049,1978.089966,1978.089966,3239860000
9/16/2015,1978.02002,1997.26001,1977.930054,1995.310059,1995.310059,3630680000
9/17/2015,1995.329956,2020.859985,1986.72998,1990.199951,1990.199951,4183790000
9/18/2015,1989.660034,1989.660034,1953.449951,1958.030029,1958.030029,6021240000
9/21/2015,1960.839966,1979.640015,1955.800049,1966.969971,1966.969971,3269350000
9/22/2015,1961.390015,1961.390015,1929.219971,1942.73999,1942.73999,3808260000
9/23/2015,1943.23999,1949.52002,1932.569946,1938.76001,1938.76001,3190530000
9/24/2015,1934.810059,1937.170044,1908.920044,1932.23999,1932.23999,4091530000
9/25/2015,1935.930054,1952.890015,1921.5,1931.339966,1931.339966,3721870000
9/28/2015,1929.180054,1929.180054,1879.209961,1881.77002,1881.77002,4326660000
9/29/2015,1881.900024,1899.47998,1871.910034,1884.089966,1884.089966,4132390000
9/30/2015,1887.140015,1920.530029,1887.140015,1920.030029,1920.030029,4525070000
10/1/2015,1919.650024,1927.209961,1900.699951,1923.819946,1923.819946,3983600000
10/2/2015,1921.77002,1951.359985,1893.699951,1951.359985,1951.359985,4378570000
10/5/2015,1954.329956,1989.170044,1954.329956,1987.050049,1987.050049,4334490000
10/6/2015,1986.630005,1991.619995,1971.98999,1979.920044,1979.920044,4202400000
10/7/2015,1982.339966,1999.310059,1976.439941,1995.829956,1995.829956,4666470000
10/8/2015,1994.01001,2016.5,1987.530029,2013.430054,2013.430054,3939140000
10/9/2015,2013.72998,2020.130005,2007.609985,2014.890015,2014.890015,3706900000
10/12/2015,2015.650024,2018.660034,2010.550049,2017.459961,2017.459961,2893250000
10/13/2015,2015,2022.339966,2001.780029,2003.689941,2003.689941,3401920000
10/14/2015,2003.660034,2009.560059,1990.72998,1994.23999,1994.23999,3644590000
10/15/2015,1996.469971,2024.150024,1996.469971,2023.859985,2023.859985,3746290000
10/16/2015,2024.369995,2033.540039,2020.459961,2033.109985,2033.109985,3595430000
10/19/2015,2031.72998,2034.449951,2022.310059,2033.660034,2033.660034,3287320000
10/20/2015,2033.130005,2039.119995,2026.609985,2030.77002,2030.77002,3331500000
10/21/2015,2033.469971,2037.969971,2017.219971,2018.939941,2018.939941,3627790000
10/22/2015,2021.880005,2055.199951,2021.880005,2052.51001,2052.51001,4430850000
10/23/2015,2058.189941,2079.73999,2058.189941,2075.149902,2075.149902,4108460000
10/26/2015,2075.080078,2075.139893,2066.530029,2071.179932,2071.179932,3385800000
10/27/2015,2068.75,2070.370117,2058.840088,2065.889893,2065.889893,4216880000
10/28/2015,2066.47998,2090.350098,2063.110107,2090.350098,2090.350098,4698110000
10/29/2015,2088.350098,2092.52002,2082.629883,2089.409912,2089.409912,4008940000
10/30/2015,2090,2094.320068,2079.340088,2079.360107,2079.360107,4256200000
11/2/2015,2080.76001,2106.199951,2080.76001,2104.050049,2104.050049,3760020000
11/3/2015,2102.629883,2116.47998,2097.51001,2109.790039,2109.790039,4272060000
11/4/2015,2110.600098,2114.590088,2096.97998,2102.310059,2102.310059,4078870000
11/5/2015,2101.679932,2108.780029,2090.409912,2099.929932,2099.929932,4051890000
11/6/2015,2098.600098,2101.909912,2083.73999,2099.199951,2099.199951,4369020000
11/9/2015,2096.560059,2096.560059,2068.23999,2078.580078,2078.580078,3882350000
11/10/2015,2077.189941,2083.669922,2069.909912,2081.719971,2081.719971,3821440000
11/11/2015,2083.409912,2086.939941,2074.850098,2075,2075,3692410000
11/12/2015,2072.290039,2072.290039,2045.660034,2045.969971,2045.969971,4016370000
11/13/2015,2044.640015,2044.640015,2022.02002,2023.040039,2023.040039,4278750000
11/16/2015,2022.079956,2053.219971,2019.390015,2053.189941,2053.189941,3741240000
11/17/2015,2053.669922,2066.689941,2045.900024,2050.439941,2050.439941,4427350000
11/18/2015,2051.98999,2085.310059,2051.98999,2083.580078,2083.580078,3926390000
11/19/2015,2083.699951,2086.73999,2078.76001,2081.23999,2081.23999,3628110000
11/20/2015,2082.820068,2097.060059,2082.820068,2089.169922,2089.169922,3929600000
11/23/2015,2089.409912,2095.610107,2081.389893,2086.590088,2086.590088,3587980000
11/24/2015,2084.419922,2094.120117,2070.290039,2089.139893,2089.139893,3884930000
11/25/2015,2089.300049,2093,2086.300049,2088.870117,2088.870117,2852940000
11/27/2015,2088.820068,2093.290039,2084.129883,2090.110107,2090.110107,1466840000
11/30/2015,2090.949951,2093.810059,2080.409912,2080.409912,2080.409912,4275030000
12/1/2015,2082.929932,2103.370117,2082.929932,2102.629883,2102.629883,3712120000
12/2/2015,2101.709961,2104.27002,2077.110107,2079.51001,2079.51001,3950640000
12/3/2015,2080.709961,2085,2042.349976,2049.620117,2049.620117,4306490000
12/4/2015,2051.23999,2093.840088,2051.23999,2091.689941,2091.689941,4214910000
12/7/2015,2090.419922,2090.419922,2066.780029,2077.070068,2077.070068,4043820000
12/8/2015,2073.389893,2073.850098,2052.320068,2063.590088,2063.590088,4173570000
12/9/2015,2061.169922,2080.330078,2036.530029,2047.619995,2047.619995,4385250000
12/10/2015,2047.930054,2067.649902,2045.670044,2052.22998,2052.22998,3715150000
12/11/2015,2047.27002,2047.27002,2008.800049,2012.369995,2012.369995,4301060000
12/14/2015,2013.369995,2022.920044,1993.26001,2021.939941,2021.939941,4612440000
12/15/2015,2025.550049,2053.870117,2025.550049,2043.410034,2043.410034,4353540000
12/16/2015,2046.5,2076.719971,2042.430054,2073.070068,2073.070068,4635450000
12/17/2015,2073.76001,2076.370117,2041.660034,2041.890015,2041.890015,4327390000
12/18/2015,2040.810059,2040.810059,2005.329956,2005.550049,2005.550049,6683070000
12/21/2015,2010.27002,2022.900024,2005.930054,2021.150024,2021.150024,3760280000
12/22/2015,2023.150024,2042.73999,2020.48999,2038.969971,2038.969971,3520860000
12/23/2015,2042.199951,2064.72998,2042.199951,2064.290039,2064.290039,3484090000
12/24/2015,2063.52002,2067.360107,2058.72998,2060.98999,2060.98999,1411860000
12/28/2015,2057.77002,2057.77002,2044.199951,2056.5,2056.5,2492510000
12/29/2015,2060.540039,2081.560059,2060.540039,2078.360107,2078.360107,2542000000
12/30/2015,2077.340088,2077.340088,2061.969971,2063.360107,2063.360107,2367430000
12/31/2015,2060.590088,2062.540039,2043.619995,2043.939941,2043.939941,2655330000
1/4/2016,2038.199951,2038.199951,1989.680054,2012.660034,2012.660034,4304880000
1/5/2016,2013.780029,2021.939941,2004.170044,2016.709961,2016.709961,3706620000
1/6/2016,2011.709961,2011.709961,1979.050049,1990.26001,1990.26001,4336660000
1/7/2016,1985.319946,1985.319946,1938.829956,1943.089966,1943.089966,5076590000
1/8/2016,1945.969971,1960.400024,1918.459961,1922.030029,1922.030029,4664940000
1/11/2016,1926.119995,1935.650024,1901.099976,1923.670044,1923.670044,4607290000
1/12/2016,1927.829956,1947.380005,1914.349976,1938.680054,1938.680054,4887260000
1/13/2016,1940.339966,1950.329956,1886.410034,1890.280029,1890.280029,5087030000
1/14/2016,1891.680054,1934.469971,1878.930054,1921.839966,1921.839966,5241110000
1/15/2016,1916.680054,1916.680054,1857.829956,1880.329956,1880.329956,5468460000
1/19/2016,1888.660034,1901.439941,1864.599976,1881.329956,1881.329956,4928350000
1/20/2016,1876.180054,1876.180054,1812.290039,1859.329956,1859.329956,6416070000
1/21/2016,1861.459961,1889.849976,1848.97998,1868.98999,1868.98999,5078810000
1/22/2016,1877.400024,1908.849976,1877.400024,1906.900024,1906.900024,4901760000
1/25/2016,1906.280029,1906.280029,1875.969971,1877.079956,1877.079956,4401380000
1/26/2016,1878.790039,1906.72998,1878.790039,1903.630005,1903.630005,4357940000
1/27/2016,1902.52002,1916.98999,1872.699951,1882.949951,1882.949951,4754040000
1/28/2016,1885.219971,1902.959961,1873.650024,1893.359985,1893.359985,4693010000
1/29/2016,1894,1940.23999,1894,1940.23999,1940.23999,5497570000
2/1/2016,1936.939941,1947.199951,1920.300049,1939.380005,1939.380005,4322530000
2/2/2016,1935.26001,1935.26001,1897.290039,1903.030029,1903.030029,4463190000
2/3/2016,1907.069946,1918.01001,1872.22998,1912.530029,1912.530029,5172950000
2/4/2016,1911.670044,1927.349976,1900.52002,1915.449951,1915.449951,5193320000
2/5/2016,1913.069946,1913.069946,1872.650024,1880.050049,1880.050049,4929940000
2/8/2016,1873.25,1873.25,1828.459961,1853.439941,1853.439941,5636460000
2/9/2016,1848.459961,1868.25,1834.939941,1852.209961,1852.209961,5183220000
2/10/2016,1857.099976,1881.599976,1850.319946,1851.859985,1851.859985,4471170000
2/11/2016,1847,1847,1810.099976,1829.079956,1829.079956,5500800000
2/12/2016,1833.400024,1864.780029,1833.400024,1864.780029,1864.780029,4696920000
2/16/2016,1871.439941,1895.77002,1871.439941,1895.579956,1895.579956,4570670000
2/17/2016,1898.800049,1930.680054,1898.800049,1926.819946,1926.819946,5011540000
2/18/2016,1927.569946,1930,1915.089966,1917.829956,1917.829956,4436490000
2/19/2016,1916.73999,1918.780029,1902.170044,1917.780029,1917.780029,4142850000
2/22/2016,1924.439941,1946.699951,1924.439941,1945.5,1945.5,4054710000
2/23/2016,1942.380005,1942.380005,1919.439941,1921.27002,1921.27002,3890650000
2/24/2016,1917.560059,1932.079956,1891,1929.800049,1929.800049,4317250000
2/25/2016,1931.869995,1951.829956,1925.410034,1951.699951,1951.699951,4118210000
2/26/2016,1954.949951,1962.959961,1945.780029,1948.050049,1948.050049,4348510000
2/29/2016,1947.130005,1958.27002,1931.810059,1932.22998,1932.22998,4588180000
3/1/2016,1937.089966,1978.349976,1937.089966,1978.349976,1978.349976,4819750000
3/2/2016,1976.599976,1986.51001,1968.800049,1986.449951,1986.449951,4666610000
3/3/2016,1985.599976,1993.689941,1977.369995,1993.400024,1993.400024,5081700000
3/4/2016,1994.01001,2009.130005,1986.77002,1999.98999,1999.98999,6049930000
3/7/2016,1996.109985,2006.119995,1989.380005,2001.76001,2001.76001,4968180000
3/8/2016,1996.880005,1996.880005,1977.430054,1979.26001,1979.26001,4641650000
3/9/2016,1981.439941,1992.689941,1979.839966,1989.26001,1989.26001,4038120000
3/10/2016,1990.969971,2005.079956,1969.25,1989.569946,1989.569946,4376790000
3/11/2016,1994.709961,2022.369995,1994.709961,2022.189941,2022.189941,4078620000
3/14/2016,2019.27002,2024.569946,2012.050049,2019.640015,2019.640015,3487850000
3/15/2016,2015.27002,2015.939941,2005.22998,2015.930054,2015.930054,3560280000
3/16/2016,2014.23999,2032.02002,2010.040039,2027.219971,2027.219971,4057020000
3/17/2016,2026.900024,2046.23999,2022.160034,2040.589966,2040.589966,4530480000
3/18/2016,2041.160034,2052.360107,2041.160034,2049.580078,2049.580078,6503140000
3/21/2016,2047.880005,2053.909912,2043.140015,2051.600098,2051.600098,3376600000
3/22/2016,2048.639893,2056.600098,2040.569946,2049.800049,2049.800049,3418460000
3/23/2016,2048.550049,2048.550049,2034.859985,2036.709961,2036.709961,3639510000
3/24/2016,2032.47998,2036.040039,2022.48999,2035.939941,2035.939941,3407720000
3/28/2016,2037.890015,2042.670044,2031.959961,2037.050049,2037.050049,2809090000
3/29/2016,2035.75,2055.909912,2028.310059,2055.01001,2055.01001,3822330000
3/30/2016,2058.27002,2072.209961,2058.27002,2063.949951,2063.949951,3590310000
3/31/2016,2063.77002,2067.919922,2057.459961,2059.73999,2059.73999,3715280000
4/1/2016,2056.620117,2075.070068,2043.97998,2072.780029,2072.780029,3749990000
4/4/2016,2073.189941,2074.02002,2062.570068,2066.129883,2066.129883,3485710000
4/5/2016,2062.5,2062.5,2042.560059,2045.170044,2045.170044,4154920000
4/6/2016,2045.560059,2067.330078,2043.089966,2066.659912,2066.659912,3750800000
4/7/2016,2063.01001,2063.01001,2033.800049,2041.910034,2041.910034,3801250000
4/8/2016,2045.540039,2060.629883,2041.689941,2047.599976,2047.599976,3359530000
4/11/2016,2050.22998,2062.929932,2041.880005,2041.98999,2041.98999,3567840000
4/12/2016,2043.719971,2065.050049,2039.73999,2061.719971,2061.719971,4239740000
4/13/2016,2065.919922,2083.179932,2065.919922,2082.419922,2082.419922,4191830000
4/14/2016,2082.889893,2087.840088,2078.129883,2082.780029,2082.780029,3765870000
4/15/2016,2083.100098,2083.219971,2076.310059,2080.72998,2080.72998,3701450000
4/18/2016,2078.830078,2094.659912,2073.649902,2094.340088,2094.340088,3316880000
4/19/2016,2096.050049,2104.050049,2091.679932,2100.800049,2100.800049,3896830000
4/20/2016,2101.52002,2111.050049,2096.320068,2102.399902,2102.399902,4184880000
4/21/2016,2102.090088,2103.780029,2088.52002,2091.47998,2091.47998,4175290000
4/22/2016,2091.48999,2094.320068,2081.199951,2091.580078,2091.580078,3790580000
4/25/2016,2089.370117,2089.370117,2077.52002,2087.790039,2087.790039,3319740000
4/26/2016,2089.840088,2096.870117,2085.800049,2091.699951,2091.699951,3557190000
